label,filename0,filename1,percent,percent0,percent1,lines,plagiarized
99,A2017/Z1/Z2/student6889,A2017/Z1/Z2/student8055,99,99,99,64,0
99,A2016/Z2/Z3/student6534,A2016/Z2/Z3/student4438,99,99,99,35,0
99,A2017/Z2/Z4/student1565,A2017/Z2/Z4/student1415,99,99,99,93,0
99,A2017/Z2/Z4/student7977,A2017/Z2/Z4/student4949,99,99,99,96,0
99,A2017/Z2/Z4/student6168,A2017/Z2/Z4/student7977,99,99,99,96,0
99,A2017/Z2/Z4/student6168,A2017/Z2/Z4/student4949,99,99,99,96,0
99,A2017/Z2/Z4/student1476,A2017/Z2/Z4/student5366,99,99,99,99,0
99,A2017/Z2/Z4/student1253,A2017/Z2/Z4/student5366,99,99,99,99,0
99,A2017/Z2/Z4/student1253,A2017/Z2/Z4/student1476,99,99,99,99,0
99,A2017/Z2/Z4/student8329,A2017/Z2/Z4/student6053,99,99,99,100,0
99,A2017/Z2/Z4/student8329,A2017/Z2/Z4/student2736,99,99,99,100,0
99,A2017/Z2/Z4/student6053,A2017/Z2/Z4/student2736,99,99,99,100,0
99,A2017/Z2/Z4/student9567,A2017/Z2/Z4/student4495,99,99,99,147,0
99,A2017/Z2/Z4/student9567,A2017/Z2/Z4/student1193,99,99,99,147,0
99,A2017/Z2/Z4/student8035,A2017/Z2/Z4/student9307,99,99,99,94,0
99,A2017/Z2/Z4/student8794,A2017/Z2/Z4/student6419,99,99,99,92,0
99,A2017/Z2/Z4/student8035,A2017/Z2/Z4/student5816,99,99,99,94,0
99,A2017/Z2/Z4/student7232,A2017/Z2/Z4/student9567,99,99,99,147,0
99,A2017/Z2/Z4/student7232,A2017/Z2/Z4/student4495,99,99,99,147,0
99,A2017/Z2/Z4/student7232,A2017/Z2/Z4/student1193,99,99,99,147,0
99,A2017/Z2/Z4/student5816,A2017/Z2/Z4/student9307,99,99,99,94,0
99,A2017/Z2/Z4/student2667,A2017/Z2/Z4/student6516,99,99,99,82,0
99,A2017/Z2/Z4/student1193,A2017/Z2/Z4/student4495,99,99,99,147,0
99,A2017/Z2/Z4/student7119,A2017/Z2/Z4/student6227,99,99,99,76,0
99,A2017/Z2/Z4/student7119,A2017/Z2/Z4/student1616,99,99,99,76,0
99,A2016/Z2/Z3/student2900,A2016/Z2/Z3/student4036,99,99,99,46,0
99,A2017/Z2/Z4/student1616,A2017/Z2/Z4/student6227,99,99,99,76,0
99,A2017/Z2/Z4/student9073,A2017/Z2/Z4/student6542,99,99,99,86,0
99,A2017/Z2/Z4/student1565,A2017/Z2/Z4/student7249,99,99,99,93,0
99,A2017/Z2/Z4/student7249,A2017/Z2/Z4/student1415,99,99,99,93,0
99,A2017/Z2/Z4/student4141,A2017/Z2/Z4/student5383,99,99,99,99,0
99,A2017/Z2/Z4/student4141,A2017/Z2/Z4/student7697,99,99,99,99,0
99,A2017/Z2/Z4/student8794,A2017/Z2/Z4/student1943,99,99,99,92,0
99,A2017/Z2/Z4/student6419,A2017/Z2/Z4/student2247,99,99,99,92,0
99,A2017/Z2/Z4/student6419,A2017/Z2/Z4/student1943,99,99,99,92,0
99,A2017/Z2/Z4/student2247,A2017/Z2/Z4/student1943,99,99,99,92,0
99,A2017/Z2/Z4/student9673,A2017/Z2/Z4/student1583,99,99,99,109,0
99,A2017/Z2/Z4/student9821,A2017/Z2/Z4/student6774,99,99,99,104,0
99,A2017/Z2/Z4/student6609,A2017/Z2/Z4/student5915,99,99,99,92,0
99,A2017/Z2/Z4/student2556,A2017/Z2/Z4/student4095,99,99,99,88,0
99,A2017/Z2/Z4/student1482,A2017/Z2/Z4/student4095,99,99,99,88,0
99,A2017/Z2/Z4/student1482,A2017/Z2/Z4/student2556,99,99,99,88,0
99,A2017/Z2/Z4/student4804,A2017/Z2/Z4/student1620,99,99,99,89,0
99,A2017/Z2/Z4/student4456,A2017/Z2/Z4/student8518,99,99,99,98,0
99,A2017/Z2/Z4/student4456,A2017/Z2/Z4/student1110,99,99,99,98,0
99,A2017/Z2/Z4/student1110,A2017/Z2/Z4/student8518,99,99,99,98,0
99,A2017/Z2/Z4/student9081,A2017/Z2/Z4/student5381,99,99,99,93,0
99,A2017/Z2/Z4/student6781,A2017/Z2/Z4/student9081,99,99,99,93,0
99,A2017/Z2/Z4/student6781,A2017/Z2/Z4/student5381,99,99,99,93,0
99,A2017/Z2/Z4/student5383,A2017/Z2/Z4/student7697,99,99,99,99,0
99,A2017/Z2/Z4/student5374,A2017/Z2/Z4/student7697,99,99,99,99,0
99,A2017/Z2/Z4/student5374,A2017/Z2/Z4/student5383,99,99,99,99,0
99,A2017/Z2/Z4/student5374,A2017/Z2/Z4/student4141,99,99,99,99,0
99,A2017/Z2/Z4/student4280,A2017/Z2/Z4/student7697,99,99,99,99,0
99,A2017/Z2/Z4/student4280,A2017/Z2/Z4/student5383,99,99,99,99,0
99,A2017/Z2/Z4/student4280,A2017/Z2/Z4/student5374,99,99,99,99,0
99,A2017/Z2/Z4/student4280,A2017/Z2/Z4/student4141,99,99,99,99,0
99,A2017/Z2/Z4/student9073,A2017/Z2/Z4/student4454,99,99,99,86,0
99,A2017/Z2/Z4/student4454,A2017/Z2/Z4/student6542,99,99,99,86,0
99,A2017/Z2/Z4/student7196,A2017/Z2/Z4/student1518,99,99,99,105,0
99,A2016/Z2/Z3/student6874,A2016/Z2/Z3/student9864,99,99,99,30,0
99,A2017/Z2/Z4/student4265,A2017/Z2/Z4/student1246,99,99,99,116,0
99,A2017/Z2/Z4/student7537,A2017/Z2/Z4/student3182,99,99,99,39,0
99,A2017/Z2/Z4/student5952,A2017/Z2/Z4/student5939,99,99,99,64,0
99,A2017/Z2/Z4/student3836,A2017/Z2/Z4/student7537,99,99,99,39,0
99,A2017/Z2/Z4/student3836,A2017/Z2/Z4/student3182,99,99,99,39,0
99,A2017/Z2/Z4/student8774,A2017/Z2/Z4/student7673,99,99,99,96,0
99,A2017/Z2/Z4/student8774,A2017/Z2/Z4/student5961,99,99,99,96,0
99,A2017/Z2/Z4/student5961,A2017/Z2/Z4/student7673,99,99,99,96,0
99,A2017/Z2/Z4/student8674,A2017/Z2/Z4/student5185,99,99,99,86,0
99,A2017/Z2/Z4/student9340,A2017/Z2/Z4/student5166,99,99,99,83,0
99,A2017/Z2/Z4/student3624,A2017/Z2/Z4/student9340,99,99,99,83,0
99,A2017/Z2/Z4/student3624,A2017/Z2/Z4/student5166,99,99,99,83,0
99,A2017/Z2/Z4/student6776,A2017/Z2/Z4/student6497,99,99,99,72,0
99,A2017/Z2/Z4/student6776,A2017/Z2/Z4/student5482,99,99,99,72,0
99,A2017/Z2/Z4/student6776,A2017/Z2/Z4/student1916,99,99,99,72,0
99,A2017/Z2/Z4/student6497,A2017/Z2/Z4/student5482,99,99,99,72,0
99,A2017/Z2/Z4/student1916,A2017/Z2/Z4/student6497,99,99,99,72,0
99,A2017/Z2/Z4/student1916,A2017/Z2/Z4/student5482,99,99,99,72,0
99,A2016/Z2/Z3/student7386,A2016/Z2/Z3/student7888,99,98,99,53,1
99,A2017/Z2/Z4/student4770,A2017/Z2/Z4/student8854,99,99,99,68,0
99,A2016/Z2/Z3/student2464,A2016/Z2/Z3/student2676,99,99,99,32,0
99,A2017/Z2/Z4/student6571,A2017/Z2/Z4/student6054,99,99,99,68,0
99,A2017/Z2/Z4/student3701,A2017/Z2/Z4/student6571,99,99,99,68,0
99,A2017/Z2/Z4/student3701,A2017/Z2/Z4/student6054,99,99,99,68,0
99,A2017/Z2/Z4/student6728,A2017/Z2/Z4/student5979,99,99,99,78,0
99,A2017/Z2/Z4/student5287,A2017/Z2/Z4/student1246,99,99,99,116,0
99,A2017/Z2/Z4/student5287,A2017/Z2/Z4/student4265,99,99,99,116,0
